signal_id,timestamp_jst,current_price,bias,market_regime,transition_direction,primary_setup_side,primary_setup_status,confidence_direction_shadow,confidence_execution_shadow,confidence_wait_shadow,prelabel,trade_execution_gate,trade_execution_blockers,phase1b_lite_gate,phase1b_lite_type,phase1b_lite_reasons,opportunity_gate,opportunity_type,opportunity_reasons,signal_tier,data_quality_flag,no_trade_flags,warning_flags,risk_flags,long_rr,short_rr,trend_flip_state,active_level_role,level_flip_state,failed_breakout_state,nearest_major_support,nearest_major_resistance
20260708_140500,2026-07-08T23:05:00.142078+09:00,61923.0,short,transition,down,short,watch,85.0,28.0,51.2,SWEEP_WAIT,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""not_confidence_watch_learning"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",pass,setup_watch_learning,"[""market_map:support_to_resistance_flip"", ""phase1_observation_gate_pass""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",,"orderbook_bid_heavy,sweep_incomplete,upper_liquidity_close,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down,failed_breakout_up_reversal,major_support_rejection",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,up_reversal,"{""low"": 61772.72, ""high"": 61930.58, ""mid"": 61851.65, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 117.75, ""reaction_count"": 23, ""wick_rejections"": 25, ""volume_touches"": 52, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 61880.92, ""high"": 61982.08, ""mid"": 61931.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 38.75, ""reaction_count"": 11, ""wick_rejections"": 4, ""volume_touches"": 15, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260708_150500,2026-07-09T00:05:00.256755+09:00,61865.5,short,transition,down,short,watch,95.0,18.0,59.2,SWEEP_WAIT,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""not_confidence_watch_learning"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",blocked,blocked,"[""entry_recheck_required_short_low_execution""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,sweep_incomplete,upper_liquidity_close,major_resistance_rejection,short_into_major_support,long_into_major_resistance,failed_breakout_down_reversal,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,down_reversal,"{""low"": 61767.86, ""high"": 61935.44, ""mid"": 61851.65, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 127.75, ""reaction_count"": 23, ""wick_rejections"": 30, ""volume_touches"": 57, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 61876.06, ""high"": 61986.94, ""mid"": 61931.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 38.75, ""reaction_count"": 11, ""wick_rejections"": 4, ""volume_touches"": 15, ""last_touch_age"": 0, ""distance_from_price"": 10.56, ""distance_atr"": 0.0476}"
20260708_160500,2026-07-09T01:05:00.286318+09:00,61674.5,short,transition,down,short,watch,89.0,25.0,48.0,RISKY_ENTRY,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",pass,setup_watch_learning,"[""market_map:support_to_resistance_flip"", ""phase1_observation_gate_pass""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"sweep_incomplete,upper_liquidity_close,short_into_major_support,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down,failed_breakout_up_reversal,major_support_rejection",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,up_reversal,"{""low"": 61650.85, ""high"": 61759.95, ""mid"": 61705.4, ""kind"": ""support"", ""source"": ""1h"", ""sources"": [""1h"", ""15m""], ""confluence_count"": 2, ""strength"": 67.25, ""reaction_count"": 14, ""wick_rejections"": 14, ""volume_touches"": 27, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 61876.95, ""high"": 61986.05, ""mid"": 61931.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 38.75, ""reaction_count"": 11, ""wick_rejections"": 4, ""volume_touches"": 15, ""last_touch_age"": 0, ""distance_from_price"": 202.45, ""distance_atr"": 0.9279}"
20260708_170500,2026-07-09T02:05:00.353280+09:00,62086.3,short,transition,down,short,watch,95.0,28.0,43.2,SWEEP_WAIT,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""not_confidence_watch_learning"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",pass,market_map_opportunity,"[""market_map:failed_breakout_down_reversal"", ""market_map:support_to_resistance_flip""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",,"bid_wall_close,sweep_incomplete,upper_liquidity_close,major_resistance_rejection,short_into_major_support,long_into_major_resistance,failed_breakout_down_reversal,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,down_reversal,"{""low"": 61971.02, ""high"": 62079.38, ""mid"": 62025.2, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 44.75, ""reaction_count"": 6, ""wick_rejections"": 12, ""volume_touches"": 23, ""last_touch_age"": 0, ""distance_from_price"": 6.92, ""distance_atr"": 0.032}","{""low"": 62085.82, ""high"": 62233.18, ""mid"": 62159.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 187.0, ""reaction_count"": 38, ""wick_rejections"": 53, ""volume_touches"": 63, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260708_180500,2026-07-09T03:05:00.258990+09:00,62086.5,short,transition,down,short,watch,95.0,28.0,43.2,SWEEP_WAIT,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""not_confidence_watch_learning"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",pass,market_map_opportunity,"[""market_map:support_to_resistance_flip""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",,"short_cover_risk,sweep_incomplete,upper_liquidity_close,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,,"{""low"": 61972.74, ""high"": 62077.66, ""mid"": 62025.2, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 44.75, ""reaction_count"": 6, ""wick_rejections"": 12, ""volume_touches"": 23, ""last_touch_age"": 0, ""distance_from_price"": 8.84, ""distance_atr"": 0.0421}","{""low"": 62087.54, ""high"": 62231.46, ""mid"": 62159.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 182.5, ""reaction_count"": 35, ""wick_rejections"": 53, ""volume_touches"": 63, ""last_touch_age"": 0, ""distance_from_price"": 1.04, ""distance_atr"": 0.005}"
20260708_190500,2026-07-09T04:05:00.525665+09:00,62159.0,short,transition,down,short,invalid,95.0,11.0,70.4,NO_TRADE_CANDIDATE,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""require_execution_for_high_wait"", ""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,short_cover_risk,sweep_incomplete,upper_liquidity_close,major_resistance_rejection,short_into_major_support,long_into_major_resistance,failed_breakout_down_reversal,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,down_reversal,"{""low"": 61974.33, ""high"": 62076.07, ""mid"": 62025.2, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 42.0, ""reaction_count"": 6, ""wick_rejections"": 11, ""volume_touches"": 21, ""last_touch_age"": 0, ""distance_from_price"": 82.93, ""distance_atr"": 0.4075}","{""low"": 62089.13, ""high"": 62229.87, ""mid"": 62159.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 176.5, ""reaction_count"": 33, ""wick_rejections"": 53, ""volume_touches"": 59, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260708_200500,2026-07-09T05:05:00.061222+09:00,62254.3,short,transition,down,short,invalid,89.0,16.0,70.4,NO_TRADE_CANDIDATE,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""require_execution_for_high_wait"", ""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,cvd_bearish_divergence,short_cover_risk,upper_liquidity_close,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down,failed_breakout_up_reversal,major_support_rejection",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,up_reversal,"{""low"": 62193.33, ""high"": 62323.57, ""mid"": 62258.45, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 95.0, ""reaction_count"": 25, ""wick_rejections"": 19, ""volume_touches"": 29, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62283.33, ""high"": 62441.07, ""mid"": 62362.2, ""kind"": ""resistance"", ""source"": ""1h"", ""sources"": [""15m"", ""1h""], ""confluence_count"": 2, ""strength"": 179.75, ""reaction_count"": 50, ""wick_rejections"": 33, ""volume_touches"": 58, ""last_touch_age"": 1, ""distance_from_price"": 29.03, ""distance_atr"": 0.1522}"
20260708_210500,2026-07-09T06:05:00.354146+09:00,62076.2,short,transition,down,short,watch,95.0,23.0,51.2,SWEEP_WAIT,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""blocking_risk_flag:long_flush_exhaustion"", ""not_confidence_watch_learning"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",pass,setup_watch_learning,"[""market_map:support_to_resistance_flip"", ""phase1_observation_gate_pass""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,long_flush_exhaustion,upper_liquidity_close,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,,"{""low"": 61969.53, ""high"": 62087.97, ""mid"": 62028.75, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 122.75, ""reaction_count"": 21, ""wick_rejections"": 31, ""volume_touches"": 56, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62095.03, ""high"": 62223.97, ""mid"": 62159.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 163.75, ""reaction_count"": 30, ""wick_rejections"": 50, ""volume_touches"": 53, ""last_touch_age"": 0, ""distance_from_price"": 18.83, ""distance_atr"": 0.1047}"
20260708_220500,2026-07-09T07:05:00.437663+09:00,62162.3,short,transition,down,short,invalid,95.0,8.0,75.2,NO_TRADE_CANDIDATE,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""require_execution_for_high_wait"", ""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"cvd_bearish_divergence,orderbook_bid_heavy,short_cover_risk,sweep_incomplete,upper_liquidity_close,major_resistance_rejection,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,,"{""low"": 61971.58, ""high"": 62085.92, ""mid"": 62028.75, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 116.5, ""reaction_count"": 19, ""wick_rejections"": 29, ""volume_touches"": 55, ""last_touch_age"": 0, ""distance_from_price"": 76.38, ""distance_atr"": 0.4449}","{""low"": 62097.08, ""high"": 62221.92, ""mid"": 62159.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 163.75, ""reaction_count"": 30, ""wick_rejections"": 50, ""volume_touches"": 53, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260708_230500,2026-07-09T08:05:00.753672+09:00,62303.2,short,transition,down,short,invalid,90.0,16.0,70.4,NO_TRADE_CANDIDATE,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""require_execution_for_high_wait"", ""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,orderbook_bid_heavy,short_cover_risk,upper_liquidity_close,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down,major_support_rejection",2.1,1.3,confirmed_down,resistance,support_to_resistance_confirmed,,"{""low"": 62201.41, ""high"": 62315.49, ""mid"": 62258.45, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 93.75, ""reaction_count"": 25, ""wick_rejections"": 18, ""volume_touches"": 29, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62247.51, ""high"": 62432.99, ""mid"": 62340.25, ""kind"": ""resistance"", ""source"": ""1h"", ""sources"": [""15m"", ""1h""], ""confluence_count"": 2, ""strength"": 244.42, ""reaction_count"": 67, ""wick_rejections"": 49, ""volume_touches"": 75, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260709_010500,2026-07-09T10:05:00.871331+09:00,62101.8,short,transition,down,short,watch,70.0,28.0,43.2,SWEEP_WAIT,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""not_confidence_watch_learning"", ""required_risk_flags_missing""]",pass,market_map_opportunity,"[""market_map:support_to_resistance_flip""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",,"orderbook_bid_heavy,sweep_incomplete,upper_liquidity_close,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down,failed_breakout_up_reversal,major_support_rejection",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,up_reversal,"{""low"": 61976.62, ""high"": 62080.88, ""mid"": 62028.75, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 122.0, ""reaction_count"": 21, ""wick_rejections"": 31, ""volume_touches"": 55, ""last_touch_age"": 0, ""distance_from_price"": 20.92, ""distance_atr"": 0.138}","{""low"": 62102.12, ""high"": 62216.88, ""mid"": 62159.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 147.75, ""reaction_count"": 31, ""wick_rejections"": 39, ""volume_touches"": 48, ""last_touch_age"": 0, ""distance_from_price"": 0.32, ""distance_atr"": 0.0021}"
20260709_020500,2026-07-09T11:05:00.881660+09:00,61882.2,short,transition,down,short,watch,100,22.0,44.8,RISKY_ENTRY,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""blocking_risk_flag:long_flush_exhaustion"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",pass,setup_watch_learning,"[""market_map:support_to_resistance_flip"", ""phase1_observation_gate_pass""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"long_flush_exhaustion,orderbook_bid_heavy,sweep_incomplete,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_early_down",1.3,1.3,early_down,resistance,support_to_resistance_confirmed,,"{""low"": 61773.56, ""high"": 61980.94, ""mid"": 61877.25, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""15m"", ""4h"", ""1h""], ""confluence_count"": 3, ""strength"": 196.23, ""reaction_count"": 37, ""wick_rejections"": 42, ""volume_touches"": 89, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 61881.76, ""high"": 61981.24, ""mid"": 61931.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 38.75, ""reaction_count"": 11, ""wick_rejections"": 4, ""volume_touches"": 15, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260709_030500,2026-07-09T12:05:00.310716+09:00,61755.5,short,transition,down,short,watch,73.0,28.0,43.2,SWEEP_WAIT,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""not_confidence_watch_learning"", ""required_risk_flags_missing""]",pass,market_map_opportunity,"[""market_map:support_to_resistance_flip""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",,"bid_wall_close,sweep_incomplete,upper_liquidity_close,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_early_down,failed_breakout_up_reversal,major_support_rejection",1.3,1.3,early_down,resistance,support_to_resistance_confirmed,up_reversal,"{""low"": 61654.88, ""high"": 61755.92, ""mid"": 61705.4, ""kind"": ""support"", ""source"": ""1h"", ""sources"": [""1h"", ""15m""], ""confluence_count"": 2, ""strength"": 68.5, ""reaction_count"": 15, ""wick_rejections"": 15, ""volume_touches"": 25, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 61880.98, ""high"": 61982.02, ""mid"": 61931.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 38.75, ""reaction_count"": 11, ""wick_rejections"": 4, ""volume_touches"": 15, ""last_touch_age"": 0, ""distance_from_price"": 125.48, ""distance_atr"": 0.6209}"
20260709_040500,2026-07-09T13:05:00.419249+09:00,61944.0,long,transition,down,long,invalid,41.0,5.0,100,NO_TRADE_CANDIDATE,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""blocking_risk_flag:ask_wall_close"", ""direction_below_lite_min"", ""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""wait_above_lite_max""]",blocked,blocked,"[""direction_shadow_too_low"", ""require_execution_for_high_wait+suppress_long_high_wait"", ""setup_status_not_watch_or_ready"", ""wait_shadow_extreme""]",normal,ok,long_at_major_resistance_wait_only,Critical_zone_warning,"ask_wall_close,lower_liquidity_close,short_cover_risk,sweep_incomplete,short_into_major_support,long_into_major_resistance,major_support_rejection",1.3,1.3,,support,,,"{""low"": 61775.38, ""high"": 61979.12, ""mid"": 61877.25, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""15m"", ""4h"", ""1h""], ""confluence_count"": 3, ""strength"": 207.48, ""reaction_count"": 37, ""wick_rejections"": 51, ""volume_touches"": 89, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 61883.58, ""high"": 61979.42, ""mid"": 61931.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 40.0, ""reaction_count"": 11, ""wick_rejections"": 5, ""volume_touches"": 15, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260709_050500,2026-07-09T14:05:00.145843+09:00,62420.6,long,transition,down,long,invalid,59.0,33.0,35.2,RISKY_ENTRY,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""blocking_risk_flag:ask_wall_close"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,long_at_major_resistance_wait_only,upside_breakout_follow_watch",Critical_zone_warning,"ask_wall_close,resistance_to_support_flip,short_into_major_support,long_into_major_resistance,trend_flip_early_up,resistance_to_support_retest_confirmed",1.3,1.3,early_up,support,resistance_to_support_confirmed,,"{""low"": 62378.8, ""high"": 62546.2, ""mid"": 62462.5, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""4h"", ""1h"", ""15m""], ""confluence_count"": 3, ""strength"": 201.19, ""reaction_count"": 43, ""wick_rejections"": 59, ""volume_touches"": 58, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62240.9, ""high"": 62439.6, ""mid"": 62340.25, ""kind"": ""resistance"", ""source"": ""1h"", ""sources"": [""15m"", ""1h""], ""confluence_count"": 2, ""strength"": 352.0, ""reaction_count"": 97, ""wick_rejections"": 80, ""volume_touches"": 94, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260709_060500,2026-07-09T15:05:00.815165+09:00,62565.8,long,transition,down,long,watch,64.0,35.0,40.0,RISKY_ENTRY,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""blocking_risk_flag:ask_wall_close"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",pass,setup_watch_learning,"[""market_map:resistance_to_support_flip"", ""phase1_observation_gate_pass""]",normal,ok,"breakout_follow_candidate,long_at_major_resistance_wait_only,upside_breakout_follow_watch",Critical_zone_warning,"ask_wall_close,sweep_incomplete,resistance_to_support_flip,short_into_major_support,long_into_major_resistance,trend_flip_early_up,failed_breakout_up_reversal,resistance_to_support_retest_confirmed,major_support_rejection",1.3,1.3,early_up,support,resistance_to_support_confirmed,up_reversal,"{""low"": 62519.46, ""high"": 62692.64, ""mid"": 62606.05, ""kind"": ""support"", ""source"": ""1h"", ""sources"": [""1h""], ""confluence_count"": 1, ""strength"": 173.0, ""reaction_count"": 37, ""wick_rejections"": 49, ""volume_touches"": 55, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62548.46, ""high"": 62670.04, ""mid"": 62609.25, ""kind"": ""resistance"", ""source"": ""1h"", ""sources"": [""15m"", ""1h""], ""confluence_count"": 2, ""strength"": 189.44, ""reaction_count"": 51, ""wick_rejections"": 55, ""volume_touches"": 43, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260709_070500,2026-07-09T16:05:00.864203+09:00,62934.0,long,transition,down,long,invalid,52.0,15.0,80.0,NO_TRADE_CANDIDATE,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""blocking_risk_flag:ask_wall_close"", ""blocking_risk_flag:orderbook_ask_heavy"", ""direction_below_lite_min"", ""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""require_execution_for_high_wait+suppress_long_high_wait+suppress_trend_flip_up_strong"", ""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,long_at_major_resistance_wait_only,upside_breakout_follow_watch",Critical_zone_warning,"ask_wall_close,lower_liquidity_close,orderbook_ask_heavy,short_cover_risk,resistance_to_support_flip,short_into_major_support,long_into_major_resistance,trend_flip_confirmed_up,resistance_to_support_retest_confirmed",1.3,1.3,confirmed_up,support,resistance_to_support_confirmed,,"{""low"": 62703.51, ""high"": 62806.29, ""mid"": 62754.9, ""kind"": ""support"", ""source"": ""1h"", ""sources"": [""1h""], ""confluence_count"": 1, ""strength"": 70.25, ""reaction_count"": 15, ""wick_rejections"": 21, ""volume_touches"": 22, ""last_touch_age"": 0, ""distance_from_price"": 127.71, ""distance_atr"": 0.6213}","{""low"": 62860.61, ""high"": 63001.39, ""mid"": 62931.0, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""4h""], ""confluence_count"": 2, ""strength"": 99.42, ""reaction_count"": 24, ""wick_rejections"": 21, ""volume_touches"": 35, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
